Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Fiji,FJI,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,14.3,19.3,24.2,29.2,..,..,..
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47234.8528600939,49248.6775395866,52276.1115723992,53296.5792798852,56790.3766177692,62133.1375219912,63466.8356113767,65137.1816928289,65884.4876972259
Finland,FIN,"Population, total",SP.POP.TOTL,5508214,5515525,5521606,5529543,5541017,5556106,5583911,5619911,5646436
Finland,FIN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0.1,0,0,0,0.1,0.2,..,..
Finland,FIN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,8.3,7.7,8,8.8,10.5,12.6,13.4,..,..
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44469.1458856805,46381.0590629457,51130.4723140578,49481.8044309655,52517.3354905855,57012.0586826676,60927.0361517867,62524.5434134804,63975.353585864
France,FRA,"Population, total",SP.POP.TOTL,66918020,67158348,67382061,67601110,67842811,68184457,68372286,68551653,68720337
France,FRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0,0,0.1,0.1,0.1,0.1,0.1,..,..
France,FRA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,6.3,6,5.8,5.9,6.6,7.9,8.4,..,..
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,280087,279815,279034,279209,279792,280378,281118,281807,282465
French Polynesia,PYF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14796.6286374171,15432.0430535353,15949.6373739622,14477.1308291818,18523.5798032135,19989.3886367516,20772.7726890351,21541.4112646776,22218.341068445
Gabon,GAB,"Population, total",SP.POP.TOTL,2156900,2212318,2267706,2322539,2376722,2430747,2484789,2538952,2593130
Gabon,GAB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,3.8,..,..,..,..,..,..,..,..
Gabon,GAB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2038.95429850128,2277.44236224191,2421.72318070615,2530.80414937307,2777.79620978324,3066.82429529872,3291.84381275128,3480.66001035486,3705.64184038599
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2342189,2399632,2456844,2515733,2576010,2636470,2697845,2759988,2822093
"Gambia, The",GMB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,22,..,..,..,..,..
"Gambia, The",GMB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,52.7,54.3,56,58,60.7,59,54.8,..,..
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13718.9378669764,15021.9057577433,16770.1333771469,16791.2598654465,18915.6534005263,22457.7729614408,25092.632631604,27486.8762116648,29414.3813424216
Georgia,GEO,"Population, total",SP.POP.TOTL,3728004,3726549,3720161,3722716,3708610,3712502,3715483,3812518,3935766
Georgia,GEO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,11.1,11,9.7,12,10.8,7.7,5.8,4.2,..
Georgia,GEO,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,35.5,38.3,39.7,38.8,36.5,32.3,26.6,..,..
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54142.7414864571,56320.6026829454,59310.9693966204,58704.5861986404,62630.7748127737,69669.6495435563,72262.2235142279,73957.0012170966,75406.6888111618
Germany,DEU,"Population, total",SP.POP.TOTL,82657002,82905782,83092962,83160871,83196078,83177813,83287273,83516593,83491249
Germany,DEU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.2,0.1,0.2,0.3,0.6,0.7,..,..,..
Germany,DEU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.6,3.5,3.4,3.5,3.8,4,4.1,..,..
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5170.96094857439,5536.49795400218,6002.55044678386,6047.30111673554,6607.50297378321,7207.01563645025,7562.64422849208,8051.19381149848,8610.2796922986
Ghana,GHA,"Population, total",SP.POP.TOTL,30008354,30637585,31258945,31887809,32518665,33149152,33787914,34427414,35064272
Ghana,GHA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Ghana,GHA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,43.8,39.5,38.2,36.6,38.8,42.4,44.5,..,..
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,34245,34854,35494,36173,36858,37609,38471,39329,40126
Gibraltar,GIB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28681.6815585005,29792.0592519585,31927.3792151369,29533.087740299,33528.2271202515,39447.813910406,42613.6574438075,44170.9556658376,45263.6498511586
Greece,GRC,"Population, total",SP.POP.TOTL,10754679,10732882,10721582,10698599,10570130,10437805,10407351,10405134,10413962
Greece,GRC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.1,0.2,1,1.1,0.7,0.6,0.6,..,..
Greece,GRC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,16.6,13.3,8.6,6.8,6.3,6.4,6.6,..,..
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,60010.0982907298,61806.8271308174,64264.0564607393,64999.4435683064,69302.0088788237,75708.4296211883,78905.5801137274,..,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56172,56023,56225,56367,56653,56661,56865,56836,56831
Greenland,GRL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Greenland,GRL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15041.4525712067,15974.8591933124,16446.1138871871,14361.1267154452,15290.250903138,17541.2011831673,18986.3762946619,19903.184889337,21345.9653408221
Grenada,GRD,"Population, total",SP.POP.TOTL,115438,115691,115981,116341,116688,116913,117081,117207,117303
Grenada,GRD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0.8,..,..,..,..,..,..,..
Grenada,GRD,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,23.6,23.6,23.6,22.3,20.7,18.6,17.3,..,..
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
Guam,GUM,"Population, total",SP.POP.TOTL,163490,162679,161808,162158,163730,165180,166506,167777,168999
Guam,GUM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Guam,GUM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9560.1778346272,9946.80252245268,10755.8801029589,10947.3711292197,11825.141273764,13008.2565459863,13751.6084364487,14393.0528302577,15197.0831415082
Guatemala,GTM,"Population, total",SP.POP.TOTL,16567357,16845685,17103803,17357325,17598650,17847877,18124838,18406359,18687881
Guatemala,GTM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,9.7,..,..
Guatemala,GTM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,43.5,45.2,49.6,55.8,55,52.4,48.8,..,..
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2687.09504827171,2844.46427670549,3105.82789015443,3331.85663003801,3738.8051255133,4061.71755990026,4337.3181486001,4571.93087130821,4934.65125959855
Guinea,GIN,"Population, total",SP.POP.TOTL,12385659,12704774,13034346,13371183,13710513,14055137,14405468,14754785,15099727
Guinea,GIN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,11.7,..,..,..,..,..,..,..
Guinea,GIN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2081.81287227685,2057.96969129146,2247.29524698075,2339.79956661743,2522.12869240841,2785.7846268362,2955.52345541775,3093.46533465682,3293.09532269486
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1877072,1922168,1967696,2013255,2058841,2105529,2153339,2201352,2249515
Guinea-Bissau,GNB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,37.1,..,..,39.9,..,..,..,..
Guinea-Bissau,GNB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,61.7,61.8,62,62.3,62.4,62.5,..,..,..
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12243.2225968541,12442.5087185876,13240.9713761155,16819.4228714695,22865.9270968882,39704.6761521236,54774.145474106,80271.4254322872,97899.0116180627
Guyana,GUY,"Population, total",SP.POP.TOTL,768479,791556,807665,807481,815482,821637,826353,831087,835986
Guyana,GUY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Guyana,GUY,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,25.5,25.5,25.5,..,..
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3339.38884653446,3196.97386370614,3236.97492504607,3103.18066312462,3116.56505397604,3245.27176023069,3264.65805430675,3168.87908307377,3133.72347930529
Haiti,HTI,"Population, total",SP.POP.TOTL,10817754,10962362,11105163,11243848,11374586,11503606,11637398,11772557,11906095
Haiti,HTI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Haiti,HTI,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,82.7,82.5,82.6,82.8,83.2,..,..
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2592.16399013282,2696.73763647632,2821.57243709207,2819.59419004653,3038.71814072197,3315.17526375206,3458.77171509896,3620.11674779792,3833.88968092125
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,778657210,801220102,823805910,846861642,869987833,892885172,916223767,940304348,965148593
Heavily indebted poor countries (HIPC),HPC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46339.3351184978,48641.7039453571,51030.0596237958,50047.16318369,55735.7734268154,61763.8921910397,64880.597656891,67537.3747554791,69953.0047569439
High income,HIC,"Population, total",SP.POP.TOTL,1380317891,1384829843,1389767299,1393469256,1391809845,1398027812,1408138595,1417926222,1423739902
High income,HIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.7,0.6,0.6,0.4,0.4,0.7,0.6,0.6,..
High income,HIC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,7.8603346,7.1915636,7.0176445,7.3722945,7.1621699,8.0158837,8.3230205,7.9104079,..
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5620.65455247733,5633.3832384519,5784.93081057111,5384.69831983038,6202.98078812037,6804.41504589356,7184.25562362375,7502.56902428309,7871.09129065536
Honduras,HND,"Population, total",SP.POP.TOTL,9588137,9765210,9943633,10119640,10289877,10463872,10644851,10825703,11005850
Honduras,HND,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,19.3,19.8,18.8,..,..,..,17,15.7,..
Honduras,HND,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,41.1,40.9,45.6,48.4,49.3,43.7,41.3,..,..
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,59260.9131761938,60900.2752924537,61221.4195400701,58187.4764072535,65884.9376260603,68590.1858741565,71519.1754897022,75341.6985534061,80422.8129947646
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7393200,7452600,7507900,7481000,7413100,7346100,7536100,7524100,7498900
"Hong Kong SAR, China",HKG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29728.0121568801,32258.2577892511,35627.2315520858,35583.5855675637,38887.1909527154,44232.4363539167,46376.1979062264,48540.1614792293,49837.6008411067
Hungary,HUN,"Population, total",SP.POP.TOTL,9726756,9706964,9694824,9670419,9630932,9605074,9592186,9562065,9514251
Hungary,HUN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.9,..,..,..,..,..,..,..,..
Hungary,HUN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,8.8,6.9,8.6,10.6,12.6,15,15.6,..,..
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12768.4504770933,13663.8085391697,14477.6913232968,14525.8229564665,16390.9943192501,18226.9940818677,19714.3753441925,21007.2920507601,22330.2081478905
IBRD only,IBD,"Population, total",SP.POP.TOTL,4765773411,4806981820,4845075024,4878296727,4905212516,4928196300,4952209753,4979670326,5006926951
IBRD only,IBD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,20.2814677,21.5707422,21.7447445,25.450852,24.5367298,23.2185338,22.7756769,21.6449547,..
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,56385.0430004634,58105.5882495515,61270.1315624391,56840.7423583166,62720.7916832797,76592.3392429534,82256.5277425273,83561.4294628375,83431.2131434311
Iceland,ISL,"Population, total",SP.POP.TOTL,343400,352721,360563,366463,372520,382003,385663,386506,392404
Iceland,ISL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0,0.3,0.1,..,..,..,..,..,..
Iceland,ISL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,6.8,7.2,6.6,6.3,6.1,7,7.8,..,..
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10517.9115303629,11193.8922004109,11821.5980307367,11830.5520689244,13235.8358387854,14655.7063384128,15756.333387375,16713.4152377213,17699.533752673
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6439279067,6517257782,6593373309,6665588686,6731708832,6793703268,6857438587,6925362193,6993790788
IDA & IBRD total,IBT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,26.3956713,27.7258697,28.1580668,32.560938,32.6963394,32.0278712,31.7655179,31.3703131,..
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5809.93468689794,5828.40490784309,6080.97764858023,6037.07966729885,6382.99566586346,7020.87499158066,7337.37829292445,7676.22430731754,8089.58949895873
IDA blend,IDB,"Population, total",SP.POP.TOTL,590024074,601951913,614017319,626440308,639196319,651895919,664395892,676957651,689783382
IDA blend,IDB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
IDA blend,IDB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3200.53150907702,3416.83013920597,3606.52665630147,3654.22824941863,3916.20866525795,4283.22697886502,4496.94705641825,4713.40465729198,4969.26059674433
IDA only,IDX,"Population, total",SP.POP.TOTL,1083481582,1108324049,1134280966,1160851651,1187299997,1213611049,1240832942,1268734216,1297080455
IDA only,IDX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
IDA only,IDX,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4118.62497080602,4262.01562307117,4471.40790689188,4484.60914126436,4773.92168551026,5233.90210267334,5480.71341421774,5736.82650018978,6044.38020226913
IDA total,IDA,"Population, total",SP.POP.TOTL,1673505656,1710275962,1748298285,1787291959,1826496316,1865506968,1905228834,1945691867,1986863837
IDA total,IDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,34.7,34,33.9,35.7,36.2,35.9,36.1,35.9,..
IDA total,IDA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,43.8979545,45.1168423,46.0209553,52.0615688,54.7118242,55.40259,55.2284415,56.3458204,..
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5968.11490280172,6521.97490856972,6945.40309824538,6766.06119055994,7818.65701757504,8941.09277447514,9853.04309264591,10718.5934040662,11747.9160436011
India,IND,"Population, total",SP.POP.TOTL,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,1450935791,1463865525
India,IND,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,5.3,..,..,..
India,IND,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10687.6409218443,11372.0971987612,11986.4701508376,11729.3674458448,12757.0746440204,14282.6654124401,15428.3856954945,16472.4825935409,17659.7921291587
Indonesia,IDN,"Population, total",SP.POP.TOTL,267346658,269951846,272489381,274814866,276758053,278830529,281190067,283487931,285721236
Indonesia,IDN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,14.8,12.5,10.9,9.8,8.6,7.9,6.7,5.4,4
Indonesia,IDN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,7.6,7,5.8,5.1,4.9,4.7,4.5,..,..
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15719.416701551,15324.0674634637,13927.5128074328,15119.3058859964,15884.4276775963,17542.844026084,18932.6833817658,19902.7484779621,19699.2193549189
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,85026754,86117998,87051648,87723443,88455488,89524246,90608707,91567738,92417681
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2.7,3.2,4.3,4.6,3.7,2.8,2.5,..,..
"Iran, Islamic Rep.",IRN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,42.4,40.6,42.5,42.4,40.8,39.9,38.8,..,..
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10191.6616988639,12034.4011214944,12248.5917385963,10573.9304750715,12731.7535755128,14388.8485236797,14664.5981923773,14485.3248937523,14266.7965348226
Iraq,IRQ,"Population, total",SP.POP.TOTL,39337353,40265624,41192171,42116605,43071211,44070551,45074049,46042015,47020774
Iraq,IRQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,0.5,..,..
Iraq,IRQ,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,80409.4548397032,86368.9782047908,92042.2566065385,97677.4943055886,116702.85817485,138464.829172919,133440.438499393,140779.203379453,155089.413131749
Ireland,IRL,"Population, total",SP.POP.TOTL,4827445,4898022,4976456,5039747,5110585,5212836,5311538,5395790,5484367
Ireland,IRL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.3,0.1,0.1,0.2,0.1,0.2,0.1,..,..
Ireland,IRL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,6.6,7.2,8.3,6.5,5.4,4.2,4.8,..,..
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83609,83805,83957,84064,84106,84132,84165,84160,84118
Isle of Man,IMN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,39350.730387912,40101.487265134,41176.910821106,40969.2987342816,46151.100820403,53616.7140829107,55301.43606891,57277.8631217651,59716.9735387228
Israel,ISR,"Population, total",SP.POP.TOTL,8713300,8882800,9054000,9215100,9371400,9557500,9849000,10002200,10122800
Israel,ISR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.7,0.7,0.9,0.7,0.6,0.4,..,..,..
Israel,ISR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,12.2,12.7,12.2,9.7,7.4,7.2,9.2,..,..
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42142.3435406885,43583.3823241172,46661.9105159611,44435.6434393527,49825.3934111848,57260.8945372493,60349.664512107,62292.9012423008,62802.5108384276
Italy,ITA,"Population, total",SP.POP.TOTL,60002252,59877221,59729081,59438851,59133173,59013667,58984216,58952704,58915656
Italy,ITA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.5,1.7,1,0.9,0.9,0.7,0.9,..,..
Italy,ITA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,2.2,2,1.7,..,..
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10466.4876782146,10752.7406650924,10845.0113635875,9764.3525879784,10430.6909771759,11885.8863913319,12661.3324691366,12908.9862451809,13291.253767787
Jamaica,JAM,"Population, total",SP.POP.TOTL,2815764,2820097,2823271,2830739,2837682,2839144,2839786,2839175,2837077
Jamaica,JAM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0.4,..,..,1.4,..,..,..,..
Jamaica,JAM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,46.9,45.8,48.4,50.3,54.4,55.1,56.4,..,..
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42346.876013211,43090.0699981402,43743.5313931194,43560.021428549,45999.4617966896,49245.964174373,52726.2389417641,54156.2687689605,55421.8797530311
Japan,JPN,"Population, total",SP.POP.TOTL,126972000,126811000,126633000,126261000,125681593,125124989,124516650,123975371,123366734
Japan,JPN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.6,1,1.3,1.2,..,..,..,..,..
Japan,JPN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.2,3.2,3.4,3.8,4.4,5.5,5.8,..,..
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10140.0335144087,9889.90818777299,10305.6561841508,10506.7284780872,10056.5611261239,10880.9956299022,11450.5720698729,11916.3623210714,12631.6299394746
Jordan,JOR,"Population, total",SP.POP.TOTL,10234226,10462306,10671891,10865228,11066356,11256263,11439213,11552876,11520684
Jordan,JOR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Jordan,JOR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23973.0602295651,25096.1285862615,28689.2710838374,29039.8229624509,32945.8515725823,35889.3953214448,38546.9287207389,40950.3167392792,44293.4839632441
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,18651931,18932727,19209555,19482117,19743603,20034609,20330104,20592571,20843754
Kazakhstan,KAZ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0.1,0.1,0,0,..,..,..,..
Kazakhstan,KAZ,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2.1,2.4,2.6,2.8,2.4,2.2,2,..,..
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4177.24993580267,4411.56104120886,4687.37782325306,4792.57315847182,5338.85243382781,5882.29066433207,6322.24569873446,6649.67919174449,7015.93578839722
Kenya,KEN,"Population, total",SP.POP.TOTL,49197766,50207107,51202827,52217334,53219166,54252461,55339003,56432944,57532493
Kenya,KEN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,44.4,46.4,45.5,..,..,..
Kenya,KEN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,60.9,64.4,67.7,69.5,72.3,72.8,73.9,..,..
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2561.14862522379,2669.39256773617,2761.74331450078,2715.27546461551,3024.21029665634,3349.59804202737,3526.6871592056,3728.03970809328,3936.61263730517
Kiribati,KIR,"Population, total",SP.POP.TOTL,120275,122084,123921,126099,128377,130469,132530,134518,136488
